epoch,lr-AdamW,step,test_acc,test_auroc,test_bal_acc,test_balanced_acc,test_loss,test_macro_f1,test_mi_loss,train_acc,train_loss,train_mi_loss,val_acc,val_bal_acc,val_loss,val_mi_loss
50,,1559,,,,,,,,1.0,0.4916127622127533,0.3023257255554199,,,,
,0.00029547792397256533,1569,,,,,,,,,,,,,,
50,,1569,,,,,,,,1.0,0.507396936416626,0.3368400037288666,,,,
,0.00029547792397256533,1579,,,,,,,,,,,,,,
50,,1579,,,,,,,,0.96875,0.5215144157409668,0.33685624599456787,,,,
50,,1580,,,,,,,,,,,0.6348448395729065,0.2271558791399002,1.4535354375839233,0.2806667387485504
,0.00028694534248761627,1589,,,,,,,,,,,,,,
51,,1589,,,,,,,,1.0,0.4982888996601105,0.323912113904953,,,,
,0.00028694534248761627,1599,,,,,,,,,,,,,,
51,,1599,,,,,,,,0.984375,0.5050638914108276,0.3065573275089264,,,,
,0.00028694534248761627,1609,,,,,,,,,,,,,,
51,,1609,,,,,,,,1.0,0.4846603274345398,0.31286343932151794,,,,
51,,1611,,,,,,,,,,,0.6276849508285522,0.21161961555480957,1.462378978729248,0.278796523809433
,0.0002783707946587443,1619,,,,,,,,,,,,,,
52,,1619,,,,,,,,0.953125,0.5772301554679871,0.35798168182373047,,,,
,0.0002783707946587443,1629,,,,,,,,,,,,,,
52,,1629,,,,,,,,0.984375,0.4989742934703827,0.3275464177131653,,,,
,0.0002783707946587443,1639,,,,,,,,,,,,,,
52,,1639,,,,,,,,0.984375,0.5111241340637207,0.3048192262649536,,,,
52,,1642,,,,,,,,,,,0.6610978245735168,0.23744803667068481,1.4031779766082764,0.2751673460006714
,0.0002697647272516711,1649,,,,,,,,,,,,,,
53,,1649,,,,,,,,0.984375,0.5095045566558838,0.34176182746887207,,,,
,0.0002697647272516711,1659,,,,,,,,,,,,,,
53,,1659,,,,,,,,0.953125,0.5509105324745178,0.36071711778640747,,,,
,0.0002697647272516711,1669,,,,,,,,,,,,,,
53,,1669,,,,,,,,0.984375,0.5274180173873901,0.3343035578727722,,,,
53,,1673,,,,,,,,,,,0.6443914175033569,0.2292858511209488,1.450727105140686,0.27544087171554565
,0.0002611376254338691,1679,,,,,,,,,,,,,,
54,,1679,,,,,,,,0.984375,0.5096585750579834,0.32806098461151123,,,,
,0.0002611376254338691,1689,,,,,,,,,,,,,,
54,,1689,,,,,,,,1.0,0.4965473413467407,0.3210994303226471,,,,
,0.0002611376254338691,1699,,,,,,,,,,,,,,
54,,1699,,,,,,,,1.0,0.4770311117172241,0.3265424370765686,,,,
54,,1704,,,,,,,,,,,0.656324565410614,0.23262976109981537,1.404625415802002,0.2729775607585907
,0.0002525,1709,,,,,,,,,,,,,,
55,,1709,,,,,,,,0.984375,0.5106631517410278,0.30554598569869995,,,,
,0.0002525,1719,,,,,,,,,,,,,,
55,,1719,,,,,,,,0.984375,0.5121592283248901,0.3271030783653259,,,,
,0.0002525,1729,,,,,,,,,,,,,,
55,,1729,,,,,,,,0.984375,0.5286729335784912,0.3215102553367615,,,,
55,,1735,,,,,,,,,,,0.656324565410614,0.23921841382980347,1.416177749633789,0.27289527654647827
,0.00024386237456613109,1739,,,,,,,,,,,,,,
56,,1739,,,,,,,,0.984375,0.5002930760383606,0.3283543884754181,,,,
,0.00024386237456613109,1749,,,,,,,,,,,,,,
56,,1749,,,,,,,,1.0,0.4845717251300812,0.2981748580932617,,,,
,0.00024386237456613109,1759,,,,,,,,,,,,,,
56,,1759,,,,,,,,1.0,0.48205697536468506,0.315685510635376,,,,
56,,1766,,,,,,,,,,,0.6276849508285522,0.20610648393630981,1.4512444734573364,0.2727583944797516
,0.000235235272748329,1769,,,,,,,,,,,,,,
57,,1769,,,,,,,,0.984375,0.49721282720565796,0.2948051989078522,,,,
,0.000235235272748329,1779,,,,,,,,,,,,,,
57,,1779,,,,,,,,0.984375,0.49360764026641846,0.3031665086746216,,,,
,0.000235235272748329,1789,,,,,,,,,,,,,,
57,,1789,,,,,,,,1.0,0.4788757860660553,0.310512512922287,,,,
57,,1797,,,,,,,,,,,0.6443914175033569,0.2269407957792282,1.442723035812378,0.2702407240867615
,0.0002266292053412558,1799,,,,,,,,,,,,,,
58,,1799,,,,,,,,0.984375,0.5085772275924683,0.3053767681121826,,,,
,0.0002266292053412558,1809,,,,,,,,,,,,,,
58,,1809,,,,,,,,1.0,0.4756304919719696,0.2970489263534546,,,,
,0.0002266292053412558,1819,,,,,,,,,,,,,,
58,,1819,,,,,,,,0.984375,0.4984346628189087,0.28046393394470215,,,,
58,,1828,,,,,,,,,,,0.6372315287590027,0.2504141628742218,1.4332013130187988,0.2707972526550293
,0.0002180546575123838,1829,,,,,,,,,,,,,,
59,,1829,,,,,,,,1.0,0.48969411849975586,0.3184019923210144,,,,
,0.0002180546575123838,1839,,,,,,,,,,,,,,
59,,1839,,,,,,,,1.0,0.4843130111694336,0.3120464086532593,,,,
,0.0002180546575123838,1849,,,,,,,,,,,,,,
59,,1849,,,,,,,,1.0,0.5036292672157288,0.29403913021087646,,,,
,0.0002180546575123838,1859,,,,,,,,,,,,,,
59,,1859,,,,,,,,1.0,0.4831673502922058,0.19160577654838562,,,,
59,,1859,,,,,,,,,,,0.6420047879219055,0.24687901139259338,1.414156198501587,0.2679794728755951
,0.00020952207602743475,1869,,,,,,,,,,,,,,
60,,1869,,,,,,,,1.0,0.4995619058609009,0.28209877014160156,,,,
,0.00020952207602743475,1879,,,,,,,,,,,,,,
60,,1879,,,,,,,,0.984375,0.49949759244918823,0.3179633617401123,,,,
,0.00020952207602743475,1889,,,,,,,,,,,,,,
60,,1889,,,,,,,,0.984375,0.4927387237548828,0.30256187915802,,,,
60,,1890,,,,,,,,,,,0.6348448395729065,0.20904669165611267,1.4145557880401611,0.2643851637840271
,0.0002010418565226046,1899,,,,,,,,,,,,,,
61,,1899,,,,,,,,1.0,0.48900434374809265,0.3068813681602478,,,,
,0.0002010418565226046,1909,,,,,,,,,,,,,,
61,,1909,,,,,,,,1.0,0.4976852834224701,0.34371471405029297,,,,
,0.0002010418565226046,1919,,,,,,,,,,,,,,
61,,1919,,,,,,,,0.984375,0.4930097460746765,0.30154451727867126,,,,
61,,1921,,,,,,,,,,,0.6467780470848083,0.23430263996124268,1.421710729598999,0.26305896043777466
,0.00019262433083908222,1929,,,,,,,,,,,,,,
62,,1929,,,,,,,,1.0,0.47870007157325745,0.2969847321510315,,,,
,0.00019262433083908222,1939,,,,,,,,,,,,,,
62,,1939,,,,,,,,0.984375,0.5049145221710205,0.30023038387298584,,,,
,0.00019262433083908222,1949,,,,,,,,,,,,,,
62,,1949,,,,,,,,1.0,0.48329392075538635,0.30401748418807983,,,,
62,,1952,,,,,,,,,,,0.6420047879219055,0.2401132881641388,1.4332306385040283,0.26141631603240967
,0.00018427975443529272,1959,,,,,,,,,,,,,,
63,,1959,,,,,,,,0.96875,0.5103907585144043,0.3269107937812805,,,,
,0.00018427975443529272,1969,,,,,,,,,,,,,,
63,,1969,,,,,,,,0.984375,0.5011422038078308,0.3119831085205078,,,,
,0.00018427975443529272,1979,,,,,,,,,,,,,,
63,,1979,,,,,,,,1.0,0.502834677696228,0.2928767204284668,,,,
63,,1983,,,,,,,,,,,0.6467780470848083,0.2219119369983673,1.404819130897522,0.259304940700531
,0.00017601829389220054,1989,,,,,,,,,,,,,,
64,,1989,,,,,,,,1.0,0.4701339304447174,0.306922972202301,,,,
,0.00017601829389220054,1999,,,,,,,,,,,,,,
64,,1999,,,,,,,,1.0,0.47059106826782227,0.29743319749832153,,,,
,0.00017601829389220054,2009,,,,,,,,,,,,,,
64,,2009,,,,,,,,1.0,0.48205843567848206,0.2809942364692688,,,,
64,,2014,,,,,,,,,,,0.6372315287590027,0.23391233384609222,1.4247592687606812,0.2577259838581085
,0.000167850014526897,2019,,,,,,,,,,,,,,
65,,2019,,,,,,,,0.984375,0.4934014678001404,0.30772221088409424,,,,
,0.000167850014526897,2029,,,,,,,,,,,,,,
65,,2029,,,,,,,,1.0,0.4762999415397644,0.3034937381744385,,,,
,0.000167850014526897,2039,,,,,,,,,,,,,,
65,,2039,,,,,,,,1.0,0.4718628227710724,0.27758660912513733,,,,
65,,2045,,,,,,,,,,,0.6396181583404541,0.24585027992725372,1.4237463474273682,0.2575259804725647
,0.00015978486812956175,2049,,,,,,,,,,,,,,
66,,2049,,,,,,,,1.0,0.48359572887420654,0.2738249897956848,,,,
,0.00015978486812956175,2059,,,,,,,,,,,,,,
66,,2059,,,,,,,,1.0,0.46955546736717224,0.2988061308860779,,,,
,0.00015978486812956175,2069,,,,,,,,,,,,,,
66,,2069,,,,,,,,1.0,0.4883587658405304,0.3038051128387451,,,,
66,,2076,,,,,,,,,,,0.6420047879219055,0.21967749297618866,1.410479187965393,0.2554410994052887
,0.0001518326808387395,2079,,,,,,,,,,,,,,
67,,2079,,,,,,,,1.0,0.4760047495365143,0.2956311106681824,,,,
,0.0001518326808387395,2089,,,,,,,,,,,,,,
67,,2089,,,,,,,,1.0,0.4754129648208618,0.2795245051383972,,,,
,0.0001518326808387395,2099,,,,,,,,,,,,,,
67,,2099,,,,,,,,1.0,0.4899202287197113,0.3073524832725525,,,,
67,,2107,,,,,,,,,,,0.6420047879219055,0.2415390908718109,1.4107987880706787,0.256017804145813
,0.0001440031411697033,2109,,,,,,,,,,,,,,
68,,2109,,,,,,,,1.0,0.4929119050502777,0.3321642577648163,,,,
,0.0001440031411697033,2119,,,,,,,,,,,,,,
68,,2119,,,,,,,,1.0,0.4759973883628845,0.3087950646877289,,,,
,0.0001440031411697033,2129,,,,,,,,,,,,,,
68,,2129,,,,,,,,1.0,0.4808768033981323,0.24925357103347778,,,,
68,,2138,,,,,,,,,,,0.6443914175033569,0.23448219895362854,1.4028899669647217,0.2557092308998108
,0.0001363057882104921,2139,,,,,,,,,,,,,,
69,,2139,,,,,,,,1.0,0.47438517212867737,0.2833605408668518,,,,
,0.0001363057882104921,2149,,,,,,,,,,,,,,
69,,2149,,,,,,,,1.0,0.4738278388977051,0.28769609332084656,,,,
,0.0001363057882104921,2159,,,,,,,,,,,,,,
69,,2159,,,,,,,,1.0,0.4782102704048157,0.28442323207855225,,,,
,0.0001363057882104921,2169,,,,,,,,,,,,,,
69,,2169,,,,,,,,1.0,0.4679085910320282,0.17735344171524048,,,,
69,,2169,,,,,,,,,,,0.6491646766662598,0.2588980793952942,1.4075031280517578,0.255381315946579
,0.00012875000000000007,2179,,,,,,,,,,,,,,
70,,2179,,,,,,,,1.0,0.480766236782074,0.2987704575061798,,,,
,0.00012875000000000007,2189,,,,,,,,,,,,,,
70,,2189,,,,,,,,1.0,0.4768378734588623,0.2845717668533325,,,,
,0.00012875000000000007,2199,,,,,,,,,,,,,,
70,,2199,,,,,,,,0.984375,0.4926328659057617,0.2957848608493805,,,,
70,,2200,,,,,,,,,,,0.6420047879219055,0.25757041573524475,1.4058613777160645,0.2545960247516632
,0.0001213449821022818,2209,,,,,,,,,,,,,,
71,,2209,,,,,,,,1.0,0.48043081164360046,0.2975856065750122,,,,
,0.0001213449821022818,2219,,,,,,,,,,,,,,
71,,2219,,,,,,,,0.984375,0.48686733841896057,0.2703130841255188,,,,
,0.0001213449821022818,2229,,,,,,,,,,,,,,
71,,2229,,,,,,,,0.984375,0.501680314540863,0.31501543521881104,,,,
71,,2231,,,,,,,,,,,0.6587111949920654,0.26577338576316833,1.4027899503707886,0.25427258014678955
,0.00011409975639099019,2239,,,,,,,,,,,,,,
72,,2239,,,,,,,,1.0,0.4839126765727997,0.27659451961517334,,,,
,0.00011409975639099019,2249,,,,,,,,,,,,,,
72,,2249,,,,,,,,1.0,0.48488849401474,0.2774657905101776,,,,
,0.00011409975639099019,2259,,,,,,,,,,,,,,
72,,2259,,,,,,,,1.0,0.4751456677913666,0.2906375825405121,,,,
72,,2262,,,,,,,,,,,0.663484513759613,0.2661416828632355,1.4067240953445435,0.25350484251976013
,0.00010702315005761292,2269,,,,,,,,,,,,,,
73,,2269,,,,,,,,1.0,0.48316749930381775,0.29616886377334595,,,,
,0.00010702315005761292,2279,,,,,,,,,,,,,,
73,,2279,,,,,,,,0.984375,0.49338871240615845,0.2865058183670044,,,,
,0.00010702315005761292,2289,,,,,,,,,,,,,,
73,,2289,,,,,,,,1.0,0.4854494035243988,0.3038376569747925,,,,
73,,2293,,,,,,,,,,,0.6539379358291626,0.2576083838939667,1.3979933261871338,0.2535547614097595
,0.00010012378485689957,2299,,,,,,,,,,,,,,
74,,2299,,,,,,,,1.0,0.47947758436203003,0.2915206849575043,,,,
,0.00010012378485689957,2309,,,,,,,,,,,,,,
74,,2309,,,,,,,,1.0,0.47344595193862915,0.26142117381095886,,,,
,0.00010012378485689957,2319,,,,,,,,,,,,,,
74,,2319,,,,,,,,1.0,0.4737882912158966,0.31675493717193604,,,,
74,,2324,,,,,,,,,,,0.6539379358291626,0.24851399660110474,1.405802607536316,0.25162312388420105
,9.34100666025815e-05,2329,,,,,,,,,,,,,,
75,,2329,,,,,,,,1.0,0.4793347418308258,0.2766227424144745,,,,
,9.34100666025815e-05,2339,,,,,,,,,,,,,,
75,,2339,,,,,,,,1.0,0.4744749069213867,0.2641462981700897,,,,
,9.34100666025815e-05,2349,,,,,,,,,,,,,,
75,,2349,,,,,,,,0.984375,0.4885104298591614,0.25870323181152344,,,,
75,,2355,,,,,,,,,,,0.6443914175033569,0.26019996404647827,1.408232569694519,0.25064191222190857
,8.689017492618258e-05,2359,,,,,,,,,,,,,,
76,,2359,,,,,,,,1.0,0.47374048829078674,0.2700519263744354,,,,
,8.689017492618258e-05,2369,,,,,,,,,,,,,,
76,,2369,,,,,,,,1.0,0.47360074520111084,0.2772936224937439,,,,
,8.689017492618258e-05,2379,,,,,,,,,,,,,,
76,,2379,,,,,,,,0.984375,0.48388755321502686,0.2763688266277313,,,,
76,,2386,,,,,,,,,,,0.6420047879219055,0.24900570511817932,1.4115700721740723,0.2500457167625427
,8.057205331139822e-05,2389,,,,,,,,,,,,,,
77,,2389,,,,,,,,1.0,0.47660404443740845,0.2988819181919098,,,,
,8.057205331139822e-05,2399,,,,,,,,,,,,,,
77,,2399,,,,,,,,1.0,0.49392178654670715,0.290676087141037,,,,
,8.057205331139822e-05,2409,,,,,,,,,,,,,,
77,,2409,,,,,,,,1.0,0.47545650601387024,0.2745036482810974,,,,
77,,2417,,,,,,,,,,,0.6467780470848083,0.23165276646614075,1.40946364402771,0.2495281994342804
,7.446339941618382e-05,2419,,,,,,,,,,,,,,
78,,2419,,,,,,,,0.984375,0.5223941802978516,0.31427001953125,,,,
,7.446339941618382e-05,2429,,,,,,,,,,,,,,
78,,2429,,,,,,,,0.984375,0.4942738711833954,0.2681676745414734,,,,
,7.446339941618382e-05,2439,,,,,,,,,,,,,,
78,,2439,,,,,,,,0.984375,0.48926764726638794,0.3072451651096344,,,,
78,,2448,,,,,,,,,,,0.6372315287590027,0.24301648139953613,1.4096019268035889,0.2476668655872345
,6.857165569434498e-05,2449,,,,,,,,,,,,,,
79,,2449,,,,,,,,1.0,0.4912119209766388,0.30345940589904785,,,,
,6.857165569434498e-05,2459,,,,,,,,,,,,,,
79,,2459,,,,,,,,1.0,0.4830658435821533,0.30357787013053894,,,,
,6.857165569434498e-05,2469,,,,,,,,,,,,,,
79,,2469,,,,,,,,1.0,0.472975492477417,0.28140050172805786,,,,
,6.857165569434498e-05,2479,,,,,,,,,,,,,,
79,,2479,,,,,,,,1.0,0.46625885367393494,0.15461120009422302,,,,
79,,2479,,,,,,,,,,,0.6443914175033569,0.24005571007728577,1.412777304649353,0.2468571960926056
,6.290400032805297e-05,2489,,,,,,,,,,,,,,
80,,2489,,,,,,,,0.984375,0.4855039119720459,0.26171204447746277,,,,
,6.290400032805297e-05,2499,,,,,,,,,,,,,,
80,,2499,,,,,,,,1.0,0.4764690399169922,0.260856032371521,,,,
,6.290400032805297e-05,2509,,,,,,,,,,,,,,
80,,2509,,,,,,,,1.0,0.4788585305213928,0.2828521430492401,,,,
80,,2510,,,,,,,,,,,0.6467780470848083,0.24015744030475616,1.3972188234329224,0.24694250524044037
,5.746733848233633e-05,2519,,,,,,,,,,,,,,
81,,2519,,,,,,,,1.0,0.4702761173248291,0.24618935585021973,,,,
,5.746733848233633e-05,2529,,,,,,,,,,,,,,
81,,2529,,,,,,,,1.0,0.47571635246276855,0.2730545401573181,,,,
,5.746733848233633e-05,2539,,,,,,,,,,,,,,
81,,2539,,,,,,,,1.0,0.46987900137901306,0.265308678150177,,,,
81,,2541,,,,,,,,,,,0.6467780470848083,0.2270268052816391,1.4084059000015259,0.24698132276535034
,5.2268293892200535e-05,2549,,,,,,,,,,,,,,
82,,2549,,,,,,,,0.984375,0.47826331853866577,0.25817421078681946,,,,
,5.2268293892200535e-05,2559,,,,,,,,,,,,,,
82,,2559,,,,,,,,1.0,0.4760753810405731,0.2680860161781311,,,,
,5.2268293892200535e-05,2569,,,,,,,,,,,,,,
82,,2569,,,,,,,,1.0,0.47644561529159546,0.25504279136657715,,,,
82,,2572,,,,,,,,,,,0.6420047879219055,0.2257954627275467,1.405696153640747,0.24598433077335358
,4.73132007926272e-05,2579,,,,,,,,,,,,,,
83,,2579,,,,,,,,1.0,0.48646003007888794,0.2625138461589813,,,,
,4.73132007926272e-05,2589,,,,,,,,,,,,,,
83,,2589,,,,,,,,1.0,0.4719858765602112,0.265964150428772,,,,
,4.73132007926272e-05,2599,,,,,,,,,,,,,,
83,,2599,,,,,,,,1.0,0.4779928922653198,0.2697991728782654,,,,
83,,2603,,,,,,,,,,,0.6467780470848083,0.22493621706962585,1.4035224914550781,0.2454080879688263
,4.260809620128458e-05,2609,,,,,,,,,,,,,,
84,,2609,,,,,,,,0.984375,0.48811638355255127,0.30277219414711,,,,
,4.260809620128458e-05,2619,,,,,,,,,,,,,,
84,,2619,,,,,,,,1.0,0.48033788800239563,0.2886122763156891,,,,
,4.260809620128458e-05,2629,,,,,,,,,,,,,,
84,,2629,,,,,,,,1.0,0.4690447747707367,0.28674131631851196,,,,
84,,2634,,,,,,,,,,,0.6515513062477112,0.23237816989421844,1.4019817113876343,0.24562883377075195
,3.815871256335142e-05,2639,,,,,,,,,,,,,,
85,,2639,,,,,,,,1.0,0.47236037254333496,0.2555955946445465,,,,
,3.815871256335142e-05,2649,,,,,,,,,,,,,,
85,,2649,,,,,,,,1.0,0.4844418168067932,0.2789791524410248,,,,
,3.815871256335142e-05,2659,,,,,,,,,,,,,,
85,,2659,,,,,,,,1.0,0.47638046741485596,0.2831738591194153,,,,
85,,2665,,,,,,,,,,,0.6467780470848083,0.22829845547676086,1.403194785118103,0.24474062025547028
,3.3970470767415625e-05,2669,,,,,,,,,,,,,,
86,,2669,,,,,,,,1.0,0.47550785541534424,0.24476468563079834,,,,
,3.3970470767415625e-05,2679,,,,,,,,,,,,,,
86,,2679,,,,,,,,1.0,0.48136481642723083,0.27065718173980713,,,,
,3.3970470767415625e-05,2689,,,,,,,,,,,,,,
86,,2689,,,,,,,,1.0,0.48263514041900635,0.26350343227386475,,,,
86,,2696,,,,,,,,,,,0.6420047879219055,0.23829242587089539,1.4008095264434814,0.2448398470878601
,3.004847354095616e-05,2699,,,,,,,,,,,,,,
87,,2699,,,,,,,,0.984375,0.4811556041240692,0.2571425139904022,,,,
,3.004847354095616e-05,2709,,,,,,,,,,,,,,
87,,2709,,,,,,,,0.984375,0.5086630582809448,0.30041182041168213,,,,
,3.004847354095616e-05,2719,,,,,,,,,,,,,,
87,,2719,,,,,,,,1.0,0.47026845812797546,0.2608262896537781,,,,
87,,2727,,,,,,,,,,,0.6396181583404541,0.23314033448696136,1.4004896879196167,0.24461020529270172
,2.6397499233456314e-05,2729,,,,,,,,,,,,,,
88,,2729,,,,,,,,1.0,0.4765833616256714,0.27745896577835083,,,,
,2.6397499233456314e-05,2739,,,,,,,,,,,,,,
88,,2739,,,,,,,,1.0,0.49366945028305054,0.3182772397994995,,,,
,2.6397499233456314e-05,2749,,,,,,,,,,,,,,
88,,2749,,,,,,,,1.0,0.4793199300765991,0.2654065489768982,,,,
88,,2758,,,,,,,,,,,0.6443914175033569,0.23032790422439575,1.4043631553649902,0.24409282207489014
,2.3021995994720142e-05,2759,,,,,,,,,,,,,,
89,,2759,,,,,,,,1.0,0.47364911437034607,0.2576754093170166,,,,
,2.3021995994720142e-05,2769,,,,,,,,,,,,,,
89,,2769,,,,,,,,1.0,0.4654639661312103,0.2576884329319,,,,
,2.3021995994720142e-05,2779,,,,,,,,,,,,,,
89,,2779,,,,,,,,1.0,0.46467551589012146,0.2648886740207672,,,,
,2.3021995994720142e-05,2789,,,,,,,,,,,,,,
89,,2789,,,,,,,,1.0,0.47476768493652344,0.1456807255744934,,,,
89,,2789,,,,,,,,,,,0.6396181583404541,0.21576732397079468,1.4018012285232544,0.2439059466123581
,1.9926076355487693e-05,2799,,,,,,,,,,,,,,
90,,2799,,,,,,,,1.0,0.47618937492370605,0.2734016478061676,,,,
,1.9926076355487693e-05,2809,,,,,,,,,,,,,,
90,,2809,,,,,,,,0.984375,0.5032952427864075,0.28390511870384216,,,,
,1.9926076355487693e-05,2819,,,,,,,,,,,,,,
90,,2819,,,,,,,,1.0,0.46661823987960815,0.25302839279174805,,,,
90,,2820,,,,,,,,,,,0.6420047879219055,0.21640586853027344,1.4027751684188843,0.24368180334568024
,1.7113512216949503e-05,2829,,,,,,,,,,,,,,
91,,2829,,,,,,,,1.0,0.4717947244644165,0.2573387026786804,,,,
,1.7113512216949503e-05,2839,,,,,,,,,,,,,,
91,,2839,,,,,,,,1.0,0.4870397448539734,0.2867889404296875,,,,
,1.7113512216949503e-05,2849,,,,,,,,,,,,,,
91,,2849,,,,,,,,1.0,0.47766175866127014,0.25302955508232117,,,,
91,,2851,,,,,,,,,,,0.6420047879219055,0.2206161469221115,1.400253415107727,0.24374710023403168
,1.458773025526613e-05,2859,,,,,,,,,,,,,,
92,,2859,,,,,,,,1.0,0.48131272196769714,0.26131877303123474,,,,
,1.458773025526613e-05,2869,,,,,,,,,,,,,,
92,,2869,,,,,,,,1.0,0.4778886139392853,0.24918769299983978,,,,
,1.458773025526613e-05,2879,,,,,,,,,,,,,,
92,,2879,,,,,,,,1.0,0.4719948470592499,0.2623516023159027,,,,
92,,2882,,,,,,,,,,,0.6443914175033569,0.22119471430778503,1.3982155323028564,0.24356284737586975
,1.2351807746690875e-05,2889,,,,,,,,,,,,,,
93,,2889,,,,,,,,1.0,0.4694637358188629,0.24224857985973358,,,,
,1.2351807746690875e-05,2899,,,,,,,,,,,,,,
93,,2899,,,,,,,,1.0,0.4661491811275482,0.24320529401302338,,,,
,1.2351807746690875e-05,2909,,,,,,,,,,,,,,
93,,2909,,,,,,,,1.0,0.4700862467288971,0.29540181159973145,,,,
93,,2913,,,,,,,,,,,0.6420047879219055,0.22044962644577026,1.3972818851470947,0.2436421662569046
,1.0408468818383094e-05,2919,,,,,,,,,,,,,,
94,,2919,,,,,,,,1.0,0.47538724541664124,0.2682880461215973,,,,
,1.0408468818383094e-05,2929,,,,,,,,,,,,,,
94,,2929,,,,,,,,1.0,0.4742800295352936,0.25475186109542847,,,,
,1.0408468818383094e-05,2939,,,,,,,,,,,,,,
94,,2939,,,,,,,,0.984375,0.47546520829200745,0.23443859815597534,,,,
94,,2944,,,,,,,,,,,0.6420047879219055,0.2206161469221115,1.3984941244125366,0.24361827969551086
,8.760081129478516e-06,2949,,,,,,,,,,,,,,
95,,2949,,,,,,,,1.0,0.4641335606575012,0.2481241226196289,,,,
,8.760081129478516e-06,2959,,,,,,,,,,,,,,
95,,2959,,,,,,,,0.984375,0.4825272262096405,0.2932174801826477,,,,
,8.760081129478516e-06,2969,,,,,,,,,,,,,,
95,,2969,,,,,,,,1.0,0.4729093611240387,0.25988519191741943,,,,
95,,2975,,,,,,,,,,,0.6443914175033569,0.22119471430778503,1.4005868434906006,0.24366793036460876
,7.408652986461364e-06,2979,,,,,,,,,,,,,,
96,,2979,,,,,,,,1.0,0.47313398122787476,0.25822627544403076,,,,
,7.408652986461364e-06,2989,,,,,,,,,,,,,,
96,,2989,,,,,,,,1.0,0.48195111751556396,0.26400262117385864,,,,
,7.408652986461364e-06,2999,,,,,,,,,,,,,,
96,,2999,,,,,,,,1.0,0.46767425537109375,0.2540898025035858,,,,
96,,3006,,,,,,,,,,,0.6443914175033569,0.22119471430778503,1.4017354249954224,0.24368345737457275
,6.355830896352361e-06,3009,,,,,,,,,,,,,,
97,,3009,,,,,,,,1.0,0.47261080145835876,0.2876633405685425,,,,
,6.355830896352361e-06,3019,,,,,,,,,,,,,,
97,,3019,,,,,,,,1.0,0.48953977227211,0.2578865885734558,,,,
,6.355830896352361e-06,3029,,,,,,,,,,,,,,
97,,3029,,,,,,,,1.0,0.4792110025882721,0.2682499289512634,,,,
97,,3037,,,,,,,,,,,0.6443914175033569,0.22119471430778503,1.4013992547988892,0.24361836910247803
,5.602897560693511e-06,3039,,,,,,,,,,,,,,
98,,3039,,,,,,,,1.0,0.48025399446487427,0.24866801500320435,,,,
,5.602897560693511e-06,3049,,,,,,,,,,,,,,
98,,3049,,,,,,,,1.0,0.4704984128475189,0.2658125162124634,,,,
,5.602897560693511e-06,3059,,,,,,,,,,,,,,
98,,3059,,,,,,,,1.0,0.47083181142807007,0.24782870709896088,,,,
98,,3068,,,,,,,,,,,0.6467780470848083,0.2231529802083969,1.4016633033752441,0.2434527575969696
,5.150770312773799e-06,3069,,,,,,,,,,,,,,
99,,3069,,,,,,,,1.0,0.4705990254878998,0.2544209361076355,,,,
,5.150770312773799e-06,3079,,,,,,,,,,,,,,
99,,3079,,,,,,,,1.0,0.4792635142803192,0.2709784507751465,,,,
,5.150770312773799e-06,3089,,,,,,,,,,,,,,
99,,3089,,,,,,,,1.0,0.47600752115249634,0.2676582932472229,,,,
,5.150770312773799e-06,3099,,,,,,,,,,,,,,
99,,3099,,,,,,,,1.0,0.4714754819869995,0.1658041924238205,,,,
99,,3099,,,,,,,,,,,0.6443914175033569,0.22119471430778503,1.4008724689483643,0.24342480301856995
100,,3100,0.6785714030265808,0.6332244873046875,0.285522997379303,0.246668741106987,1.347824215888977,0.2486540973186493,0.2387426346540451,,,,,,,
